time	acc0	acc1	acc2	gyro0	gyro1	gyro2	mag0	mag1	mag2	x	y	z	beta	Qx	Qy	Qz	Qw	orient	deltat	level
94745.836	0.126	0.107	1.117	0.0484	-0.0195	-0.715	-0.2829	0.877	-0.3297	-0.644	0.222	0.521	0.724	0.009	0.907	-0.011	-0.42	130.314	0.0279	0.0
94745.846	0.077	-0.215	0.95	-0.0757	0.1098	-0.7231	-0.2441	0.918	-0.3297	-0.643	0.222	0.521	-0.2156	0.33	0.038	-0.936	0.112	-38.816	0.01	0.0
94745.855	-0.009	0.09	1.015	0.103	0.0623	-0.6869	-0.2441	0.959	-0.3626	-0.643	0.222	0.521	0.716	0.008	0.902	-0.013	-0.431	128.879	0.009	0.0
94745.8909	0.003	-0.149	1.05	-0.0666	0.0421	-0.7902	-0.2829	0.9317	-0.3626	-0.642	0.222	0.521	0.708	0.006	0.897	-0.012	-0.443	127.443	0.0359	0.0
94745.8998	0.036	-0.088	1.041	0.0461	0.0062	-0.7605	-0.3348	0.8633	-0.2967	-0.642	0.222	0.521	0.7072	0.006	0.896	-0.012	-0.444	127.3	0.0089	0.0
94745.9088	0.027	-0.052	0.973	-0.0279	0.0475	-0.7475	-0.3477	0.8907	-0.2637	-0.642	0.222	0.521	-0.2035	-0.312	-0.039	0.943	-0.112	-36.634	0.009	0.0
94745.9549	-0.014	-0.134	0.975	-0.0614	0.0669	-0.6383	-0.6069	0.959	0.0	-0.643	0.222	0.521	0.7082	0.006	0.897	-0.009	-0.443	127.47	0.0461	0.0
94745.9652	0.159	-0.206	1.046	-0.0432	-0.0094	-0.5728	-0.5162	0.9727	0.0	-0.643	0.222	0.521	0.708	0.005	0.897	-0.01	-0.443	127.441	0.0103	0.0
94745.974	0.093	-0.146	0.985	0.0512	0.1113	-0.4482	-0.1361	0.6993	-1.0	-0.643	0.222	0.521	0.7084	0.006	0.897	-0.008	-0.442	127.513	0.0088	0.0
94746.0109	0.021	0.149	1.035	-0.0353	0.0794	-0.731	-0.2138	0.754	-0.6703	-0.643	0.222	0.521	0.7086	0.006	0.897	-0.009	-0.442	127.545	0.0369	0.0
94746.0208	0.036	-0.195	1.011	-0.0973	0.0498	-0.7991	-0.3607	0.8633	-0.3297	-0.643	0.222	0.521	0.7086	0.006	0.897	-0.009	-0.442	127.554	0.0099	0.0
94746.0668	0.015	-0.126	1.01	-0.0603	0.014	-0.6888	-0.4384	0.877	-0.4286	-0.643	0.222	0.521	0.7089	0.006	0.897	-0.009	-0.441	127.6	0.046	0.0
94746.0758	0.019	-0.081	0.973	0.0045	0.0475	-0.6749	-0.4125	0.836	-0.3956	-0.643	0.222	0.521	0.7086	0.005	0.897	-0.01	-0.442	127.539	0.009	0.0
94746.0864	-0.028	0.072	1.059	0.008	0.0086	-0.6654	-0.4125	0.8223	-0.4615	-0.643	0.222	0.521	0.7089	0.006	0.897	-0.009	-0.442	127.598	0.0106	0.0
94746.1328	0.062	0.044	1.09	0.0034	0.0732	-0.598	-0.4903	0.795	-0.3626	-0.643	0.222	0.521	0.7089	0.006	0.897	-0.009	-0.441	127.605	0.0464	0.0
94746.1431	-0.036	-0.028	1.028	-0.037	0.0592	-0.5763	-0.4773	0.7813	-0.2967	-0.643	0.222	0.521	0.709	0.006	0.897	-0.009	-0.441	127.614	0.0103	0.0
94746.171	-0.035	0.094	1.035	0.0074	0.0132	-0.5741	-0.4384	0.7403	-0.4286	-0.643	0.222	0.521	0.7089	0.007	0.897	-0.007	-0.441	127.601	0.0279	0.0
94746.181	0.007	-0.207	1.006	-0.1149	0.0047	-0.6254	-0.4773	0.6993	-0.3297	-0.643	0.222	0.521	0.7089	0.007	0.897	-0.007	-0.441	127.604	0.01	0.0
94746.1911	-0.009	-0.02	1.015	0.0239	0.0576	-0.5981	-0.4644	0.7403	-0.4615	-0.643	0.222	0.521	0.7086	0.006	0.897	-0.009	-0.442	127.544	0.0101	0.0
94746.2005	-0.039	0.017	1.066	-0.0449	0.0864	-0.6002	-0.5162	0.6856	-0.3956	-0.643	0.222	0.521	0.7089	0.007	0.897	-0.007	-0.442	127.598	0.0094	0.0
94746.2104	0.018	-0.001	1.024	-0.0979	0.0887	-0.6146	-0.4644	0.6993	-0.4945	-0.643	0.222	0.521	0.7089	0.007	0.897	-0.007	-0.442	127.601	0.0099	0.0
94746.2368	-0.066	-0.232	0.963	-0.1468	0.0039	-0.5709	-0.689	0.795	-0.0659	-0.643	0.222	0.521	0.7088	0.007	0.897	-0.007	-0.442	127.593	0.0264	0.0
94746.2474	0.058	-0.154	0.993	0.0632	-0.0288	-0.4088	-0.594	0.5171	-0.5275	-0.643	0.222	0.521	0.7089	0.007	0.897	-0.007	-0.442	127.596	0.0106	0.0
94746.2574	0.068	0.086	1.104	-0.07	0.0233	-0.3669	-0.689	0.8907	-0.1978	-0.643	0.222	0.521	0.7084	0.005	0.897	-0.01	-0.442	127.509	0.01	0.0
94746.2849	0.005	-0.014	0.98	-0.0632	-0.1331	-0.6298	-0.4125	0.5581	-0.5604	-0.643	0.221	0.521	0.7085	0.005	0.897	-0.01	-0.442	127.525	0.0275	0.0
94746.294	0.149	-0.103	1.039	-0.0751	0.0521	-0.7432	-0.4255	0.631	-0.4945	-0.643	0.221	0.521	0.7084	0.005	0.897	-0.01	-0.442	127.521	0.0091	0.0
94746.3038	0.035	-0.048	1.002	0.0256	0.1829	-0.7235	-0.6069	0.7267	-0.1319	-0.643	0.222	0.521	0.7076	0.005	0.896	-0.01	-0.443	127.369	0.0098	0.0
94746.3144	-0.076	-0.047	1.002	-0.0165	0.1619	-0.7239	-0.581	0.6583	-0.2967	-0.642	0.222	0.521	0.7057	0.006	0.895	-0.01	-0.446	127.034	0.0106	0.0
94746.3619	-0.005	-0.132	1.04	-0.0154	0.0389	-0.5819	-0.6199	0.6856	-0.2967	-0.641	0.222	0.521	0.6877	0.006	0.882	-0.01	-0.471	123.793	0.0475	0.0
94746.3718	0.022	-0.061	1.017	0.0398	0.0475	-0.5811	-0.6069	0.6993	-0.3297	-0.641	0.222	0.521	0.6856	0.006	0.88	-0.01	-0.474	123.403	0.0099	0.0
94746.3811	-0.038	-0.047	1.021	0.0199	0.063	-0.5896	-0.581	0.631	-0.3626	-0.641	0.222	0.521	0.6825	0.007	0.878	-0.01	-0.478	122.844	0.0093	0.0
94746.3896	-0.006	-0.034	1.033	-0.0188	0.0015	-0.6052	-0.581	0.672	-0.4615	-0.641	0.222	0.521	0.6806	0.007	0.877	-0.01	-0.481	122.5	0.0085	0.0
94746.4282	0.055	-0.041	1.035	-0.0142	0.0451	-0.6533	-0.581	0.631	-0.3297	-0.64	0.222	0.521	0.6677	0.007	0.867	-0.013	-0.499	120.19	0.0386	0.0
94746.4377	0.036	-0.015	1.017	-0.0717	0.0677	-0.6685	-0.581	0.59	-0.4286	-0.639	0.222	0.522	0.6647	0.006	0.864	-0.012	-0.503	119.642	0.0095	0.0
94746.475	-0.029	-0.058	0.977	-0.0063	0.0646	-0.7201	-0.6458	0.5444	-0.4286	-0.638	0.222	0.522	0.6532	0.007	0.855	-0.012	-0.518	117.585	0.0373	0.0
94746.484	-0.07	-0.12	1.007	-0.0427	0.0966	-0.7241	-0.6587	0.4214	-0.4615	-0.637	0.222	0.522	0.6471	0.008	0.85	-0.011	-0.526	116.477	0.009	0.0
94746.4929	-0.12	0.048	1.071	0.0518	0.0272	-0.6843	-0.6328	0.4897	-0.4286	-0.637	0.222	0.522	0.6443	0.008	0.848	-0.011	-0.53	115.969	0.0089	0.0
94746.5286	0.107	-0.276	0.98	-0.0984	-0.0031	-0.7174	-0.6587	0.5308	-0.5275	-0.637	0.222	0.523	0.6329	0.006	0.838	-0.01	-0.545	113.923	0.0357	0.0
94746.5391	0.028	0.038	1.054	0.0848	0.0514	-0.6791	-0.7408	0.59	-0.2967	-0.637	0.222	0.523	0.6303	0.006	0.836	-0.01	-0.549	113.455	0.0105	0.0
94746.5481	0.007	-0.026	1.006	-0.0677	-0.0148	-0.7037	-0.6328	0.5308	-0.4615	-0.637	0.222	0.523	0.6277	0.006	0.834	-0.01	-0.552	112.988	0.009	0.0
94746.594	0.05	-0.158	1.01	-0.0535	-0.0109	-0.7786	-0.676	0.4624	-0.5604	-0.637	0.222	0.523	0.6137	0.003	0.821	-0.01	-0.57	110.463	0.0459	0.0
94746.6045	0.038	-0.036	1.042	0.0085	-0.0218	-0.756	-0.7667	0.5718	-0.4286	-0.637	0.222	0.523	0.612	0.004	0.82	-0.01	-0.572	110.168	0.0105	0.0
94746.6424	-0.065	-0.113	1.006	-0.0051	0.109	-0.6449	-0.6069	0.4077	-0.6374	-0.637	0.222	0.524	0.602	0.005	0.811	-0.011	-0.585	108.352	0.0379	0.0
94746.6506	-0.057	-0.024	1.002	-0.037	0.0226	-0.6561	-0.7019	0.3257	-0.5604	-0.636	0.222	0.524	0.5986	0.005	0.808	-0.011	-0.589	107.757	0.0082	0.0
94746.6776	0.004	-0.081	1.016	-0.0876	0.1028	-0.7163	-0.676	0.2847	-0.4945	-0.636	0.222	0.525	0.5889	0.002	0.799	-0.007	-0.602	105.996	0.027	0.0
94746.6869	0.023	-0.052	1.023	-0.0273	0.0966	-0.7118	-0.6587	0.3531	-0.4945	-0.636	0.222	0.525	0.5855	0.005	0.795	-0.007	-0.606	105.394	0.0093	0.0
94746.6959	0.041	-0.144	1.011	-0.0654	0.137	-0.7374	-0.7279	0.2984	-0.4945	-0.636	0.222	0.525	0.583	0.004	0.793	-0.007	-0.609	104.946	0.009	0.0
94746.7048	0.032	-0.049	1.031	0.0045	0.1736	-0.7308	-0.7019	0.3941	-0.5604	-0.636	0.222	0.525	0.5805	0.005	0.791	-0.007	-0.612	104.494	0.0089	0.0
94746.7338	0.034	-0.026	1.043	-0.1127	0.1736	-0.7086	-0.7797	0.4487	-0.3956	-0.636	0.222	0.526	0.5722	0.006	0.783	-0.007	-0.623	102.998	0.029	0.0
94746.7428	-0.001	-0.171	1.033	-0.0341	0.1261	-0.7031	-0.7408	0.3257	-0.3297	-0.636	0.222	0.526	0.5675	0.006	0.778	-0.008	-0.628	102.147	0.009	0.0
94746.7519	-0.016	0.068	1.048	0.0324	0.1012	-0.6893	-0.8056	0.4351	-0.3626	-0.637	0.222	0.526	0.5635	0.005	0.774	-0.008	-0.633	101.43	0.0091	0.0
94746.7609	-0.018	-0.043	0.991	-0.0421	0.0436	-0.6868	-0.7538	0.2711	-0.3956	-0.636	0.222	0.526	0.5621	0.005	0.773	-0.008	-0.635	101.173	0.009	0.0
94746.7803	-0.039	-0.034	0.974	0.0017	0.0413	-0.6601	-0.8056	0.3531	-0.2967	-0.636	0.222	0.526	0.558	0.002	0.769	-0.007	-0.64	100.443	0.0194	0.0
94746.7891	0.065	0.059	1.058	0.0518	0.0366	-0.6236	-0.7279	0.2574	-0.4286	-0.637	0.222	0.526	0.5554	0.005	0.766	-0.007	-0.643	99.97	0.0088	0.0
94746.8363	-0.076	-0.011	1.047	0.0637	0.1144	-0.5489	-0.7538	0.2437	-0.5275	-0.636	0.222	0.525	0.5425	0.004	0.753	-0.008	-0.658	97.647	0.0472	0.0
94746.8549	-0.06	-0.109	0.995	-0.0381	0.0187	-0.5604	-0.7019	0.1891	-0.5604	-0.636	0.221	0.525	0.5353	0.003	0.745	-0.01	-0.667	96.362	0.0186	0.0
94746.8756	-0.004	-0.055	1.001	-0.0051	0.0203	-0.5951	-0.7927	0.2437	-0.4945	-0.636	0.221	0.525	0.5325	0.003	0.742	-0.009	-0.67	95.85	0.0207	0.0
94746.8852	0.046	-0.034	0.999	-0.0154	0.0148	-0.5968	-0.8056	0.2984	-0.3956	-0.636	0.221	0.525	0.5313	0.003	0.741	-0.009	-0.671	95.636	0.0096	0.0
94746.8956	0.029	-0.052	1.008	-0.0228	0.0716	-0.6042	-0.8186	0.2301	-0.4945	-0.635	0.222	0.525	0.5282	0.003	0.738	-0.009	-0.675	95.08	0.0104	0.0
94746.9052	-0.027	-0.071	1.031	-0.0131	0.0389	-0.5976	-0.8575	0.2984	-0.3626	-0.635	0.222	0.524	0.5256	0.004	0.735	-0.009	-0.678	94.616	0.0096	0.0
94746.9329	-0.018	-0.057	1.026	0.0017	0.0389	-0.6135	-0.8575	0.2711	-0.3297	-0.634	0.222	0.524	0.5176	0.0	0.726	-0.009	-0.687	93.162	0.0277	0.0
94746.943	-0.027	-0.002	1.039	-0.0097	0.0304	-0.6244	-0.8186	0.1617	-0.3626	-0.634	0.222	0.523	0.5147	0.001	0.723	-0.009	-0.691	92.644	0.0101	0.0
94746.9516	-0.032	-0.031	1.031	0.0051	0.0226	-0.6448	-0.8186	0.2027	-0.4945	-0.634	0.222	0.523	0.5113	0.001	0.72	-0.01	-0.694	92.031	0.0086	0.0
94746.9607	-0.013	0.056	1.043	-0.0171	0.0132	-0.673	-0.8056	0.1344	-0.5275	-0.633	0.222	0.523	0.5097	0.0	0.718	-0.009	-0.696	91.748	0.0091	0.0
94746.9707	0.061	-0.022	1.036	-0.0871	0.0241	-0.6898	-1.0259	0.3121	-0.033	-0.633	0.222	0.523	0.5073	0.0	0.715	-0.009	-0.699	91.317	0.01	0.0
94747.0083	-0.058	-0.002	1.007	-0.0097	0.0576	-0.3692	-0.6328	-0.0068	-0.6703	-0.632	0.222	0.522	0.496	0.0	0.703	-0.009	-0.712	89.272	0.0376	0.0
94747.0173	-0.204	0.248	1.081	-0.0791	0.1238	-0.5313	-0.6458	-0.1025	-0.8352	-0.632	0.222	0.522	0.493	0.0	0.699	-0.009	-0.715	88.732	0.009	0.0
94747.0262	-0.209	-0.139	1.016	-0.1701	-0.0327	-0.6268	-0.676	-0.0342	-0.7033	-0.632	0.222	0.522	0.49	0.002	0.696	-0.009	-0.718	88.192	0.0089	0.0
94747.0726	0.1	-0.282	1.023	-0.0819	-0.063	-0.6582	-0.8704	0.1162	-0.3626	-0.631	0.222	0.522	0.4753	-0.001	0.679	-0.009	-0.734	85.548	0.0464	0.0
94747.1095	-0.005	-0.043	1.061	0.0165	-0.0094	-0.655	-0.7279	-0.0205	-0.7692	-0.63	0.222	0.521	0.463	0.002	0.665	-0.009	-0.747	83.344	0.0369	0.0
94747.1184	-0.025	-0.022	1.0	0.0091	0.0514	-0.6961	-0.7019	-0.0068	-0.6374	-0.63	0.222	0.521	0.4607	0.005	0.662	-0.009	-0.749	82.922	0.0089	0.0
94747.1272	-0.038	0.006	1.0	-0.0364	0.0179	-0.7268	-0.7797	0.0068	-0.5604	-0.63	0.222	0.521	0.4577	0.005	0.659	-0.009	-0.752	82.379	0.0088	0.0
94747.1362	0.043	-0.069	1.016	-0.0341	0.0008	-0.7498	-0.7927	0.0478	-0.4945	-0.629	0.222	0.521	0.455	0.002	0.655	-0.009	-0.755	81.895	0.009	0.0
94747.1452	0.008	-0.036	1.028	-0.0899	0.0607	-0.7317	-0.9093	0.0342	-0.1648	-0.628	0.222	0.521	0.4496	0.002	0.649	-0.009	-0.761	80.923	0.009	0.0
94747.1911	-0.001	-0.139	0.998	0.0358	0.0584	-0.6725	-0.8315	0.0888	-0.2637	-0.627	0.222	0.52	0.4355	0.0	0.632	-0.008	-0.775	78.391	0.0459	0.0
94747.2001	0.028	0.027	1.048	-0.0006	-0.028	-0.6884	-0.7408	0.1025	-0.4945	-0.627	0.222	0.52	0.4323	0.003	0.628	-0.008	-0.778	77.806	0.009	0.0
94747.2371	-0.004	-0.065	1.019	-0.0154	0.0475	-0.7427	-0.8315	0.0342	-0.3626	-0.626	0.222	0.52	0.4183	0.002	0.611	-0.009	-0.792	75.293	0.037	0.0
94747.2461	0.077	-0.152	0.992	-0.0757	0.0413	-0.7153	-0.8056	0.0342	-0.3626	-0.626	0.222	0.52	0.4156	0.003	0.607	-0.009	-0.794	74.811	0.009	0.0
94747.2551	0.024	-0.114	1.012	-0.0222	0.0802	-0.6595	-0.8704	0.0478	-0.4615	-0.626	0.222	0.52	0.4133	0.006	0.605	-0.009	-0.796	74.401	0.009	0.0
94747.302	-0.054	0.072	1.036	-0.0347	-0.0241	-0.6969	-0.8056	-0.0615	-0.4286	-0.626	0.222	0.52	0.4005	0.002	0.588	-0.009	-0.809	72.083	0.0469	0.0
94747.311	0.074	-0.079	1.037	-0.0649	-0.0444	-0.7001	-0.7408	-0.1298	-0.4945	-0.625	0.222	0.52	0.3943	0.002	0.58	-0.009	-0.814	70.965	0.009	0.0
94747.3379	-0.014	-0.126	0.996	-0.0142	0.0054	-0.6981	-0.7149	-0.1845	-0.6374	-0.625	0.221	0.521	0.3858	0.0	0.57	-0.008	-0.822	69.435	0.0269	0.0
94747.3469	0.062	-0.076	1.076	0.0159	0.0163	-0.7169	-0.7797	-0.1845	-0.6374	-0.625	0.221	0.521	0.3807	-0.003	0.563	-0.01	-0.826	68.526	0.009	0.0
94747.3738	0.052	-0.071	1.019	-0.0694	0.0023	-0.6972	-0.7797	-0.1435	-0.3956	-0.625	0.222	0.521	0.3718	0.0	0.551	-0.009	-0.834	66.917	0.0269	0.0
94747.3828	0.013	-0.013	1.02	0.0336	0.0117	-0.6751	-0.8056	-0.1435	-0.4286	-0.625	0.222	0.521	0.3693	0.0	0.548	-0.011	-0.836	66.479	0.009	0.0
94747.3917	0.013	-0.061	1.035	0.0068	-0.0109	-0.6967	-0.7927	-0.1435	-0.5275	-0.625	0.221	0.522	0.3649	0.0	0.542	-0.009	-0.84	65.674	0.0089	0.0
94747.4276	0.071	-0.034	1.04	-0.0307	0.0584	-0.7401	-0.7927	-0.1025	-0.2967	-0.625	0.221	0.522	0.3561	-0.004	0.531	-0.009	-0.848	64.096	0.0359	0.0
94747.4366	0.118	-0.178	1.067	-0.14	0.1214	-0.7687	-0.676	-0.1845	-0.4286	-0.625	0.221	0.522	0.3539	-0.004	0.528	-0.009	-0.849	63.7	0.009	0.0
94747.4456	0.04	-0.057	1.048	0.0962	0.2149	-0.6954	-0.8834	-0.1435	-0.2637	-0.625	0.221	0.522	0.3519	-0.002	0.525	-0.01	-0.851	63.344	0.009	0.0
94747.4835	-0.049	0.011	0.969	-0.0017	0.0226	-0.5482	-0.7279	-0.2255	-0.4286	-0.624	0.221	0.521	0.3411	-0.005	0.511	-0.006	-0.86	61.407	0.0379	0.0
94747.4925	-0.009	0.011	1.004	-0.008	0.0023	-0.5146	-0.8056	-0.2802	-0.3297	-0.624	0.221	0.521	0.3393	-0.008	0.508	-0.007	-0.861	61.077	0.009	0.0
94747.5014	0.018	-0.023	1.067	-0.0819	0.0732	-0.529	-0.7279	-0.2802	-0.4286	-0.624	0.221	0.521	0.3369	-0.008	0.505	-0.007	-0.863	60.641	0.0089	0.0
94747.5463	-0.012	0.096	1.062	-0.0176	0.1059	-0.6074	-0.7408	-0.3804	-0.3297	-0.623	0.221	0.521	0.3217	-0.003	0.484	-0.005	-0.875	57.905	0.0449	0.0
94747.5553	-0.007	-0.043	1.013	-0.0723	0.0996	-0.6427	-0.7408	-0.4077	-0.4615	-0.623	0.221	0.52	0.3193	-0.004	0.481	-0.005	-0.877	57.468	0.009	0.0
94747.5643	0.045	-0.027	1.008	-0.0194	0.0848	-0.6395	-0.7667	-0.4077	-0.3956	-0.623	0.221	0.52	0.3163	-0.002	0.477	-0.008	-0.879	56.94	0.009	0.0
94747.6092	0.009	-0.089	1.013	-0.0313	0.1075	-0.6371	-0.8186	-0.3075	-0.2308	-0.623	0.221	0.519	0.3067	-0.002	0.463	-0.008	-0.886	55.199	0.0449	0.0
94747.6181	-0.007	-0.02	1.036	-0.025	0.1199	-0.6448	-0.7408	-0.3075	-0.4286	-0.623	0.221	0.519	0.3028	-0.002	0.458	-0.007	-0.889	54.5	0.0089	0.0
94747.6271	-0.04	-0.058	1.036	-0.0393	0.0646	-0.6438	-0.8056	-0.3212	-0.3626	-0.623	0.221	0.518	0.3005	-0.002	0.455	-0.006	-0.891	54.097	0.009	0.0
94747.672	0.035	-0.045	1.04	-0.0051	0.021	-0.6289	-0.689	-0.4077	-0.3956	-0.622	0.221	0.517	0.287	-0.001	0.436	-0.007	-0.9	51.663	0.0449	0.0
94747.681	0.008	-0.044	1.009	0.0023	0.053	-0.6223	-0.7408	-0.3531	-0.3297	-0.622	0.221	0.517	0.2846	-0.001	0.432	-0.006	-0.902	51.236	0.009	0.0
94747.6899	0.035	-0.045	1.027	-0.0284	0.0358	-0.6327	-0.689	-0.4077	-0.4945	-0.622	0.221	0.516	0.2812	-0.001	0.428	-0.008	-0.904	50.622	0.0089	0.0
94747.7348	0.054	-0.004	1.04	-0.0085	0.0584	-0.6148	-0.6328	-0.4761	-0.3956	-0.621	0.221	0.515	0.2655	0.0	0.405	-0.007	-0.914	47.794	0.0449	0.0
94747.7438	0.021	-0.063	1.024	-0.0404	0.0857	-0.6242	-0.676	-0.5034	-0.3626	-0.621	0.221	0.515	0.2628	0.0	0.401	-0.007	-0.916	47.304	0.009	0.0
94747.7528	-0.016	-0.053	1.022	-0.0415	0.0895	-0.6505	-0.594	-0.5581	-0.5934	-0.621	0.221	0.514	0.26	0.0	0.397	-0.007	-0.918	46.804	0.009	0.0
94747.7987	-0.027	-0.058	1.01	0.021	-0.0008	-0.7228	-0.676	-0.5034	-0.3956	-0.619	0.221	0.513	0.2447	-0.001	0.375	-0.005	-0.927	44.048	0.0459	0.0
94747.8076	0.04	0.04	1.061	0.0256	-0.0062	-0.7123	-0.689	-0.4897	-0.3297	-0.619	0.221	0.513	0.2418	-0.001	0.371	-0.005	-0.929	43.527	0.0089	0.0
94747.8166	0.102	-0.058	1.011	-0.0791	0.0389	-0.6937	-0.689	-0.4351	-0.3956	-0.619	0.222	0.512	0.2423	0.007	0.371	-0.002	-0.928	43.609	0.009	0.0
94747.8256	0.048	-0.122	1.021	0.0029	0.0926	-0.6755	-0.676	-0.4214	-0.4286	-0.619	0.222	0.512	0.238	0.008	0.365	-0.004	-0.931	42.841	0.009	0.0
94747.8725	-0.053	-0.107	0.973	-0.0614	0.0156	-0.2728	-0.8056	-0.4624	-0.1319	-0.619	0.221	0.512	0.2202	0.0	0.339	-0.005	-0.941	39.632	0.0469	0.0
94747.8814	0.096	0.032	1.035	-0.0643	-0.0467	-0.2135	-0.7408	-0.4761	-0.2637	-0.619	0.222	0.512	0.2164	0.0	0.333	-0.007	-0.943	38.947	0.0089	0.0
94747.8904	0.106	-0.263	1.012	-0.0865	0.0607	-0.1611	-0.7149	-0.4624	-0.2308	-0.618	0.222	0.511	0.2169	0.008	0.334	-0.003	-0.943	39.036	0.009	0.0
94747.8994	-0.041	-0.065	1.066	0.0956	0.0755	-0.0917	-0.7149	-0.4761	-0.2637	-0.618	0.222	0.512	0.2107	-0.001	0.325	-0.007	-0.946	37.918	0.009	0.0
94747.9353	0.002	-0.046	1.049	0.0097	-0.021	0.0156	-0.6587	-0.5308	-0.3626	-0.617	0.222	0.512	0.1979	-0.004	0.306	-0.004	-0.952	35.618	0.0359	0.0
94747.9443	0.046	-0.048	1.01	-0.025	-0.0241	0.0167	-0.6587	-0.5171	-0.3626	-0.617	0.221	0.512	0.1957	-0.001	0.303	-0.005	-0.953	35.227	0.009	0.0
94747.9532	0.015	-0.025	1.009	-0.0358	0.0327	0.0333	-0.6587	-0.5308	-0.3297	-0.617	0.221	0.512	0.3132	0.467	-0.118	0.875	-0.046	56.381	0.0089	0.0
94747.9991	0.022	-0.05	1.021	-0.0353	-0.0039	0.0303	-0.6587	-0.5171	-0.3626	-0.616	0.222	0.512	0.1796	0.008	0.278	-0.002	-0.96	32.328	0.0459	0.0
94748.0081	0.013	-0.029	1.04	-0.0222	0.0	0.0123	-0.6587	-0.5171	-0.3297	-0.616	0.222	0.512	0.1768	0.008	0.274	-0.001	-0.962	31.823	0.009	0.0
94748.0171	0.016	-0.051	1.029	-0.0097	0.0203	-0.001	-0.6587	-0.5308	-0.3626	-0.616	0.221	0.512	0.1692	-0.004	0.263	-0.007	-0.965	30.458	0.009	0.0
94748.027	0.004	-0.039	1.024	-0.0222	0.0226	-0.0101	-0.6587	-0.5308	-0.3626	-0.616	0.221	0.512	0.167	-0.005	0.259	-0.006	-0.966	30.065	0.0099	0.0
94748.0719	0.023	-0.059	1.014	-0.0284	0.0101	-0.0054	-0.6587	-0.5308	-0.3626	-0.616	0.221	0.513	0.1529	-0.008	0.238	-0.004	-0.971	27.528	0.0449	0.0
94748.0809	0.011	-0.033	1.023	-0.0165	0.0117	0.0035	-0.6587	-0.5308	-0.3626	-0.616	0.222	0.512	0.1541	0.005	0.24	0.0	-0.971	27.744	0.009	0.0
94748.0899	0.014	-0.071	1.027	-0.0273	0.0054	0.0042	-0.676	-0.5171	-0.3297	-0.616	0.222	0.512	0.1522	0.004	0.237	0.0	-0.972	27.39	0.009	0.0
94748.0988	0.018	-0.043	1.031	-0.0125	0.0023	0.0056	-0.6587	-0.5171	-0.3626	-0.616	0.222	0.512	0.1494	0.004	0.233	-0.001	-0.973	26.891	0.0089	0.0
94748.1078	0.012	-0.058	1.023	-0.008	0.0047	0.009	-0.6587	-0.5171	-0.3626	-0.616	0.222	0.512	0.1474	0.004	0.229	-0.001	-0.973	26.524	0.009	0.0
94748.1527	0.014	-0.049	1.02	-0.0273	0.0117	-0.0093	-0.676	-0.5171	-0.3297	-0.616	0.222	0.511	0.1325	0.007	0.207	-0.004	-0.978	23.85	0.0449	0.0
94748.1627	0.01	-0.046	1.023	-0.0284	0.0078	-0.004	-0.6587	-0.5308	-0.3956	-0.616	0.222	0.511	0.1301	0.003	0.203	-0.001	-0.979	23.419	0.01	0.0
94748.1717	0.016	-0.067	1.025	-0.0256	0.0054	-0.0051	-0.6587	-0.5171	-0.2967	-0.616	0.222	0.511	0.1281	0.002	0.2	0.0	-0.98	23.065	0.009	0.0
94748.1806	0.015	-0.053	1.029	-0.021	0.0086	-0.0058	-0.6587	-0.5171	-0.3626	-0.616	0.222	0.511	0.1256	0.002	0.196	-0.001	-0.981	22.614	0.0089	0.0
94748.2165	0.014	-0.052	1.026	-0.0313	0.0109	-0.0029	-0.676	-0.5308	-0.3626	-0.616	0.221	0.51	0.1122	-0.016	0.175	-0.006	-0.984	20.201	0.0359	0.0
94748.2275	0.009	-0.046	1.027	-0.0119	0.007	0.0056	-0.6587	-0.5308	-0.3626	-0.616	0.221	0.51	0.1105	-0.016	0.173	-0.005	-0.985	19.895	0.011	0.0
94748.2385	0.021	-0.066	1.023	-0.0199	0.0023	-0.0013	-0.6587	-0.5171	-0.3297	-0.616	0.221	0.51	0.1081	-0.016	0.169	-0.004	-0.985	19.457	0.011	0.0
94748.2474	-0.089	-0.038	1.004	0.0188	0.0117	-0.0208	-0.3089	-0.9317	-1.5934	-0.617	0.221	0.51	0.1042	-0.019	0.163	-0.004	-0.986	18.754	0.0089	0.0
94748.2933	0.156	0.165	1.208	0.1673	0.0802	-0.8589	-0.6458	-0.4761	-0.0659	-0.617	0.221	0.508	0.0916	-0.018	0.143	-0.005	-0.99	16.48	0.0459	0.0
94748.3023	0.031	-0.215	0.991	-0.161	0.0685	-0.8187	-0.7019	-0.4624	-0.2967	-0.617	0.221	0.508	0.0891	-0.018	0.139	-0.005	-0.99	16.03	0.009	0.0
94748.3113	0.093	-0.201	0.906	-0.0239	0.0094	-0.6879	-0.6587	-0.4624	-0.1648	-0.617	0.222	0.507	0.09	-0.005	0.141	-0.002	-0.99	16.2	0.009	0.0
94748.3492	0.037	-0.124	0.967	-0.107	0.049	-0.6489	-0.581	-0.6948	-0.4945	-0.618	0.222	0.506	0.0759	0.002	0.119	-0.003	-0.993	13.666	0.0379	0.0
94748.3582	-0.004	-0.057	0.997	-0.0336	0.1199	-0.6584	-0.594	-0.6401	-0.2967	-0.618	0.222	0.506	0.0727	0.002	0.114	-0.004	-0.993	13.086	0.009	0.0
